x;y;z
-0.12451670759249216;-0.14501593710064561;0.07071951561749006
-0.019316249571811297;-0.034040777549392144;-0.15720195076351212
-0.030054184690175217;0.14081161619924348;0.11666134196908536
-0.16164686075228082;-0.12991211177285822;0.004170170490927842
-0.19651373232834585;0.0008551732435135126;-0.13109618950548171
-0.2586702988235401;-0.06814124536775663;-0.006643285762755199
-0.21143979277951652;-0.05713251279509343;0.025640177720975633
0.05212938203345095;-0.06190810456073763;0.1535006266392431
0.013697284474766445;-0.17340465827620327;0.12256889665697528
0.03704494204053614;0.031609554637985586;-0.1261607209451668
0.36663717034813936;-0.0188498938732085;0.08666534181369273
0.1980538405457507;-0.0040378778772089926;-0.13709038872368273
0.22493633298577287;0.11498217518331376;-0.19208723065355943
-0.05370459416099943;-0.1030590380499318;0.0035687575883397516
-0.1117805143737928;-0.06790136616309789;-0.028566085812978623
0.3572153482291971;0.001346966503016627;-0.19053095353896723
-0.19039122220729757;-0.046268139486400295;-0.012820401141942234
-0.012389700487163376;-0.03701192620702918;0.04861467207891964
0.39899929108674753;-0.0005431858200537771;0.09812968469121122
0.11128998240080472;-0.018871695831638065;-0.15024563397294072
-0.07023346906089253;-0.15318861680717452;0.058642390275797
-0.03368926668626214;-0.009997191669250385;0.02472167628310919
0.33421025932075965;-0.08594346671832571;0.2457977789269947
-0.41368131515923184;0.16100047572976875;-0.03624130258159922
-0.3706791164347436;0.12323592967465219;0.043371728458319186
-0.10469313912344884;0.4968926474357475;-0.33819283893223345
-0.09736128584086631;0.0014036660894859786;0.050350506895051064
0.19170425376742536;0.048143920679505806;-0.06808802518671246
0.12500284682529286;-0.08595852703660647;-0.0723075474994316
-0.11705667800570692;-0.0630039874637432;-0.021322516413273988
-0.14033545671818126;0.25157733632119406;0.30109127709091166
0.024172182355980155;-0.1277932277256023;-0.01501041656614371
0.21941211253183102;-0.0895122069547314;0.18545139805850264
-0.18443700603522759;-0.04290882710149044;0.10959686121500567
-0.237770302240281;-0.11310216569357562;0.06449270567725338
-0.28975229867660046;0.29693553396089734;0.21085264132758588
-0.0666932789397401;-0.18269283631404756;0.05863636324199642
-0.020076220259464757;0.031848403979590385;-0.2558182063313605
-0.06642334425588733;-0.009152736569315891;0.021690097666883644
-0.39866349853979727;0.14281129124526515;0.0030102041948245413
0.18703051716469804;0.019536130077723878;-0.011290092682287261
-0.052861080488389355;-0.12728185183354299;-0.008423241150417888
-0.07356769104929885;-0.1440688587905044;-0.0326356175738825
-0.05162920066679307;-0.09179410389508956;-0.0014093559014012064
0.12286968560944354;-0.06332684573584553;0.19311302815732923
0.2237887211084862;0.08351613919350077;0.03886763064394676
-0.27991986531074364;0.28231894006283825;0.1275033193011333
-0.16083938064256045;0.42453258859214005;0.14538492978667913
-0.022856588704327666;-0.0981338243103223;0.014616471986969993
0.018606232580593345;0.07008341470946884;-0.05783131418309899
0.1328086357032771;-0.07616401675132914;-0.06179931819295484
0.24211484852709725;-0.06757492458401304;0.1597175188493279
-0.022261098461949524;-0.04109874717941609;0.08008023885342716
0.09568364228776347;-0.03988992882323482;-0.07345068467761585
0.2185558681045033;0.1516716359943953;-0.2512720382048982
-0.033135359662927105;-0.004394920139802766;-0.17013164823415303
-0.013182872838708363;0.04047724183044925;-0.10399514779354334
-0.12727583742974588;-0.09589814714304425;0.011049438703190154
-0.14218046174067756;-0.08452282787862862;-0.005274551232479048
-0.03289937740869903;-0.10424630515502696;-0.007966821576703248
-0.0977566082314495;-0.05352014530469348;-0.07119263313685582
0.13622986050709013;0.0023920824366222625;0.03383241166185978
-0.12424583556067828;-0.17572823612680888;0.08613348898817957
-0.12860410939550881;-0.17013499571588034;0.06386874385961315
-0.37105044911266877;0.1850437283311968;0.03949104370591888
-0.07289856344759327;0.0271046497248153;-0.1100273008923365
0.28153374019432537;-0.00044731170863975786;-0.2970009513213758
-0.3841104160036094;0.21440599616179437;-0.13720100621655784
-0.028492979178142273;-0.008548561963381619;0.08997133593457127
-0.03885194748782231;0.5152559118659794;0.3178017177666763
-0.2258898228908957;-0.009033544720899915;0.0629905577544962
-0.26668197608462;-0.12294806040281668;-0.05277576163751497
-0.23173901786580253;0.34118508290374344;0.013203921381314236
0.034091575946088956;-0.16807760381649015;0.08742148565979341
0.24675768542069942;0.009385300714751361;0.006105377400709054
0.13041941422939177;0.006473531519608372;0.03211217192504096
-0.000574829585954895;-0.05471069639305799;0.13521510772900633
-0.22970602533166629;-0.09392418503759332;-0.07190179640288723
-0.21366343194706164;-0.1249312240124177;-0.02086868934952123
-0.0436978565636341;-0.07678448003456755;0.10734480605060528
-0.13917511508775873;-0.05507290856024272;0.02401403908107928
0.24358452708375872;-0.06712852253713758;0.1464676890542075
0.01718296754393116;0.07754996234263067;-0.15491985208342898
0.030756212193559448;-0.12020695309639955;-0.03080396461139126
-0.23031836730767344;-0.08301167007261147;-0.014900188417557069
-0.12737850693352823;-0.10237876107041184;-0.03608920860305828
0.17139339710748813;0.00789810377886067;0.03802521740374183
0.04650210017455955;0.07959383815256957;-0.1430246361766997
0.49833522197613267;0.012141449398308083;0.18432301397619885
0.20910903157722247;-0.13749098248309885;0.021065472528243194
0.13335632916646276;-0.004313299152702889;0.024516200146853698
0.28112097782280865;-0.14744485511273703;0.051777039659849464
-0.25645753466036153;0.3157851832521146;0.19109325414084233
-0.17583577708144646;0.39130996971715415;0.09775408153575602
0.06181616087797967;-0.0044761579509372245;0.0624976685886195
0.34667980371767115;0.028549383127622247;-0.06589442379812387
0.2466671967700645;-0.002826744230028793;0.062211815124260945
0.24716864416864381;-0.07064717857752148;-0.09989172986346809
-0.06277412220925796;-0.06220532824947839;-0.0053236760587145075
0.573191471991013;0.028876704715475182;0.030545815523760015
-0.18333093580045987;-0.048916092048568525;-0.03879049047997615
-0.2576701624015091;-0.10150250482596299;0.04342508002741608
0.4307925152647702;-0.013203775488098889;0.14380891446366512
-0.46053591202459476;0.10723623672171867;-0.10183774910877115
0.04789975202984856;-0.1456505431242748;0.07965995557879231
0.010622216254343854;-0.04853155783412214;0.0873456614921502
-0.2588534104706857;-0.11548466436383731;-0.06975218402454736
0.1045452488211648;0.03061910998358841;0.027812909318546433
0.028573500948586586;-0.17042551854457458;0.11917913138411232
-0.0360415294997051;0.04997133043149044;-0.08068232605585875
-0.12754505075185563;-0.05148240432119321;-0.16926460013543265
0.07425371472590855;-0.08039343876805308;-0.03729414530800133
0.1611359893230014;-0.03266090886993847;0.18974350706157658
0.05785151420111923;0.003094858999635453;-0.00590551508807854
0.021216722709023396;-0.07041842159094468;-0.08483122708898924
0.3202735849048057;-0.056782981418180695;0.19336907414551274
0.06447818582812127;0.03483633817135722;-0.0572072566980833
0.1719469872205779;-0.028723488366814643;-0.19530658182613483
-0.0625239976795768;-0.06411450730776126;-0.04124836829729173
-0.3195102587795698;0.2616753338634758;0.04814222403231585
0.28995714484890805;0.0467574180581588;-0.11832768465284996
-0.08462361385076235;-0.12934833197564993;0.02459018199175101
0.08184774562892667;0.07209697824173543;-0.11781037627669518
-0.16807583084560987;0.4263389959262486;0.1643436343381663
-0.02194756106031293;-0.016860500100346017;-0.13460804164525392
0.02042376944211669;-0.04649947833612825;-0.15422273397676342
-0.014440873968430171;0.0439620260054356;-0.020470357565501137
-0.17804056695610543;0.01334582395426025;-0.23439760162080872
0.18347371674202273;0.01896079893829843;-0.29230359011145635
0.12767655598505576;0.007879000729099387;-0.014574703499892903
0.1688339440743513;-0.09052080810269197;0.11918316544277634
-0.02184897459762684;-0.020237810724370826;0.11087559877938258
0.2041897758379298;-0.09800293200748478;0.2474584419498454
-0.012756489264789474;0.04927063152631507;0.07582702160113214
0.036331830748531184;-0.1063747333285342;0.07217147519500884
-0.22692253579750324;0.3551720719446714;0.11483431062786947
0.0992396872528278;-0.02617070204140224;-0.18671945073819993
