x;y
-0.011771586769036693;-0.01049019881112917
-0.004273904542991181;-0.0019438970531235275
0.015124271538232982;0.004133497514783874
-0.010255145229569166;-0.012884834402859138
0.0023555630844610347;-0.011000606816520458
-0.0027392562770989287;-0.01682653173965978
-0.0019863492753154927;-0.013428797157027213
-0.00543370339349517;0.0019936860619771484
-0.0157580963384477;-0.00392878992085228
0.001352992949167005;0.002866419240894078
-0.0064732817353329915;0.018348264729443474
-0.004495030584474468;0.00957112292792391
0.005401274284258076;0.01516947020684287
-0.009139738784764265;-0.0053340038174934466
-0.004963468409400829;-0.007986199124778789
-0.006891188337527525;0.016920608236317844
-0.00148925086925526;-0.011699570713706302
-0.003071904380451561;-0.0007677285826659657
-0.005470653077094956;0.0206758674041837
-0.004685220608716585;0.005165089554888865
-0.013329289228373504;-0.007878037586072016
-0.00020686509781909896;-0.0008624475336087173
-0.010740433026189301;0.015115624110916197
0.02339575584738147;-0.019208985802321308
0.020246585996537562;-0.016024145447346733
0.04570562998493485;0.008732076376262707
0.0021481269601518237;-0.004384198108240893
0.0008280496026729835;0.011853708306408963
-0.010589722972521861;0.004435335022505044
-0.0043379721959000426;-0.008219591282788926
0.03033545588318389;0.004239870663302542
-0.012588908245700981;-0.0026341296108965866
-0.010091692313597305;0.010033951765801463
-0.00021423428612845418;-0.009217857314976744
-0.00704831654834368;-0.016919194636264945
0.03485438260065029;-0.0070480985526615875
-0.016248718636355807;-0.00876281124163146
0.0012789676359544265;-0.0009128379334231696
0.00036147293833820645;-0.003108918527228723
0.02156047321107052;-0.018651798317304687
-0.0012294788145984685;0.010993047075202428
-0.011587870622503665;-0.006462991553115735
-0.01309729378555566;-0.008316272783513051
-0.007949986796405293;-0.005733196282591228
-0.006311589048915289;0.005842859441969629
0.004367568653143456;0.01706880654827121
0.03342556721896068;-0.0062472441596728625
0.04301417445630266;0.003964000884591614
-0.008801939854006144;-0.004428342867442332
0.005848297233726831;0.0037156301145766604
-0.009623025501290133;0.004655140302733163
-0.008591660892907386;0.011180583667375633
-0.0029221385570358384;-0.0014099182173990866
-0.005818836325751837;0.004075652682378703
0.008281172398186966;0.016096650234093582
-0.001319251172567925;-0.0021459974696141147
0.0033362747682011418;0.0010273469480358295
-0.007252688074876011;-0.009438279672510881
-0.006005153272015422;-0.010088846891074461
-0.009510257493922949;-0.004584077078423516
-0.004131988963308577;-0.006778797122750214
-0.0017044871469369088;0.008950857962378104
-0.014691144872594507;-0.011600705019698057
-0.014312971489314005;-0.011619468791618095
0.025301200303573197;-0.015518793681934467
0.0028849609839438775;-0.002573499316357548
-0.006900662241180836;0.013585406304456295
0.027339300502509763;-0.015777313215800164
0.00023848143847915313;-0.0007029025352400974
0.04825631095022999;0.012513438876768467
0.0034526713289939528;-0.012041557378433473
-0.008677704251876353;-0.018866945998771686
0.03645516226401299;-0.0026508556322981424
-0.01571245883657283;-0.002770791643503418
-0.0027922124916020105;0.013314529295620178
-0.0012316728659373499;0.007614213891925261
-0.004205939470264332;-0.0002375892248833273
-0.006332872636815735;-0.015707414831871085
-0.009304094449219938;-0.015432770383248865
-0.005758692070142791;-0.0037252006661918327
-0.002971338958831879;-0.008095156859352543
-0.008577534748213158;0.011235650542688295
0.005798831516347132;0.003925603950120929
-0.012070225894362937;-0.0017936336343560451
-0.004590914427664817;-0.0151470098402434
-0.008445025121657639;-0.009386382629185086
-0.0016241778872028607;0.010065199460395961
0.005571484976366009;0.0062105885229718615
-0.005183820678190363;0.02569555233820384
-0.015412987310863019;0.006593601259651082
-0.002295147692879479;0.007011332710385599
-0.01730364901485579;0.010121539456887388
0.036112028585780984;-0.004081333526700045
0.04070501897499152;0.0027984685181315027
-0.0008360079420480596;0.003928421124828272
-0.003243857500742691;0.01790175521851521
-0.0035677996666671342;0.013089106063956317
-0.011020177117078537;0.010129854268278008
-0.004961322920169918;-0.005396255031843326
-0.00579458806528219;0.0283104908842682
-0.0020841834504920233;-0.01130481010511261
-0.005693185710876578;-0.017438980937907845
-0.00654867341343527;0.021705448680948244
0.017412835155188898;-0.025570895150621185
-0.013883244960793543;-0.0013947156064090104
-0.004073226613197171;0.0002216895993393182
-0.0081499402007908;-0.01828982228216745
0.0012461237316780628;0.00716097919293882
-0.015779206517356197;-0.0028938910364566667
0.004734896900125352;-0.00024092622121510605
-0.0043467352244014245;-0.008620454622470694
-0.009012726645268507;0.001571265712566161
-0.004252044711861331;0.009275077980769337
-0.0006670515450577849;0.003971523459514846
-0.007745834968491069;-0.0007644685153026322
-0.008409027872077967;0.015556002621701806
0.0017666290889980655;0.004770372530202016
-0.006939733432457396;0.007770044618031774
-0.005556991625025369;-0.0050886299707888745
0.031651554623474513;-0.009728370254100569
-0.00104716354360734;0.01573230490136334
-0.011054344799218737;-0.008305485887238855
0.004297313438440458;0.006796694808549189
0.04454470258310528;0.004921236933447243
-0.00238758689647572;-0.001709851388190141
-0.005927494701499889;-0.00024347037874233315
0.004293574219327492;0.0010543891967549966
0.0023494173471131402;-0.009279735056962207
-0.003391749792261071;0.00936947664806808
-0.0012701398749264963;0.007306989286468399
-0.009970391713035867;0.0063672059638764
-0.000837542674047616;-0.0002507490061136197
-0.010212617830677003;0.00907297554426217
0.005454456015298386;0.0025286523419136395
-0.010237024921497822;-0.0002266626852655779
0.03873239310635566;-0.0011518250978548336
-0.005413139524585667;0.004198710702129973
-0.002038713330886685;0.006925833291104456
-0.0038649831585021457;0.009311915403649522
0.005515628332471494;0.0028714531798842125
