x;y
0.0136617;-0.0212732
0.0082988;-0.0011472
-0.0158184;-0.00939989
0.0144572;-0.0312702
0.00681252;-0.0416749
0.0104916;-0.0542326
0.00851191;-0.0443355
0.00444612;0.0134727
0.0133945;0.00620067
0.00303721;0.00843112
-0.00290236;0.0768722
0.00307389;0.0419266
-0.00620084;0.0508115
0.0109209;-0.00729322
0.00981087;-0.0218271
-1.2865e-05;0.07573
0.00821379;-0.0390377
0.00536571;0.00067644
-0.00532337;0.0858326
0.00541493;0.025286
0.0139956;-0.010529
0.00342368;-0.00352015
0.000294625;0.0697471
-0.0141236;-0.103725
-0.0145966;-0.0851194
-0.0421625;-0.0402932
0.00269572;-0.0194513
-0.00202564;0.0427125
0.00811979;0.0298096
0.00947247;-0.0235146
-0.0586278;-0.0323124
0.0126186;0.00657825
0.0028207;0.0492113
0.00253452;-0.0321301
0.0126813;-0.0486971
-0.0399421;-0.0885366
0.0160028;-0.00978109
0.00575101;-0.00441045
0.00399484;-0.0123827
-0.0134753;-0.0983926
-0.00121738;0.0420557
0.0132724;-0.00798202
0.0150593;-0.0123069
0.0108705;-0.0103283
0.0027388;0.0286903
-0.0105399;0.0577384
-0.0339829;-0.0797641
-0.0516928;-0.0645374
0.0109055;-0.00465885
-0.00152495;0.00464702
0.00800325;0.0292257
0.00204268;0.0519627
0.00502212;-0.00197896
0.005878;0.0224108
-0.00873246;0.0522023
0.00709492;-0.0058627
0.00187324;-0.00122245
0.0112924;-0.0237015
0.010914;-0.0274895
0.0112312;-0.00418022
0.00944423;-0.0186639
-0.000749191;0.0344029
0.0157148;-0.0211617
0.015713;-0.0217241
-0.019361;-0.0954551
0.00422538;-0.0133856
0.00233244;0.0631745
-0.0167629;-0.0985386
0.00256529;-0.00389115
-0.0707083;-0.0499655
0.0032037;-0.0473286
0.0156602;-0.0522846
-0.0358731;-0.0730899
0.0130844;0.010128
-0.00143153;0.0525546
0.000782399;0.0286198
0.00452509;0.00394852
0.0135259;-0.0453686
0.0146525;-0.0406221
0.00722353;-0.00620604
0.00797969;-0.0246706
0.0019882;0.0519113
-0.000982325;0.00692525
0.0118243;0.0089102
0.0113312;-0.0459601
0.0124078;-0.0218476
-0.000597278;0.0382347
-0.0021323;0.0157242
-0.00937422;0.105314
0.00938877;0.0435729
0.0020527;0.0278609
0.00771619;0.0602342
-0.0411078;-0.0791108
-0.0457069;-0.0620557
0.0014362;0.0142525
-0.00281781;0.0721874
-0.0011236;0.0526123
0.00594699;0.0524514
0.00884477;-0.0131941
-0.00984792;0.118408
0.0090458;-0.036622
0.0119085;-0.0520058
-0.00569084;0.0907598
-0.00864627;-0.119091
0.0116854;0.0126769
0.00494785;0.00534643
0.0154042;-0.0511931
-0.000116201;0.0233387
0.0129358;0.00985972
0.00129282;-0.00808833
0.0111802;-0.0242767
0.00884196;0.0172071
-0.000398779;0.0387979
0.00215437;0.0145757
0.00946014;0.00715455
-0.00121397;0.0682572
0.000928869;0.0144581
0.00556362;0.0386176
0.009524;-0.0111802
-0.028435;-0.0882227
-0.00247444;0.0605103
0.0133275;-0.0149627
-0.000582195;0.0190746
-0.0548122;-0.0618748
0.00707808;-0.00296375
0.00868286;0.00702763
0.000185873;-0.00312029
0.00744103;-0.0349421
0.00330915;0.0408683
0.00103932;0.0276702
0.00615984;0.0356592
0.00286271;-0.000721229
0.00305624;0.0460402
-0.00266612;0.000367475
0.00892225;0.0121177
-0.0424329;-0.0725525
0.00657165;0.0228001
0.00273174;0.0279201
0.00056765;0.0384551
-0.00141719;0.0019908
-0.0294279;-0.0768866
0.000535766;0.0467277
0.000850217;0.00651186
-0.00467116;0.0759305
0.0046789;-0.0311994
0.0143378;-0.0420112
0.0133005;-0.0194543
0.0136185;-0.027557
0.00711052;-0.00881017
-0.021542;0.139534
0.012001;-0.034711
-0.00462297;0.0613685
0.00393777;-0.00231571
0.000918602;0.0290309
0.000924179;0.0327288
0.0115187;-0.0110711
0.00709883;-0.0494951
0.0101919;0.0147394
-0.00323011;0.0685416
0.0109382;-0.0393418
-0.00545714;0.0655774
0.000703505;0.0285673
0.0127815;0.0273726
0.0110429;0.00631886
-0.0168986;0.13253
-0.0115148;0.101391
-0.0442196;-0.0488422
0.00410622;0.0119578
0.00665857;0.042266
0.000494429;0.0461744
-0.00810673;0.0633421
-0.0071201;0.0973876
0.00035797;-0.0826387
0.00284654;0.00863844
0.00247329;0.00970149
0.00706416;-0.00890208
0.0120539;0.00320924
0.00782912;0.0039923
-0.0149511;0.129432
0.0109393;-0.00801145
0.000264064;0.0240818
0.00486804;0.0326368
0.0100987;0.032244
0.00485017;0.0696688
0.0137769;-0.0322551
-0.00250274;0.0265986
0.0119999;-0.0255018
0.00661166;-0.0283643
0.00167558;0.0191776
0.0124929;-0.0176457
-0.0153156;0.134814
0.00830573;-0.0316956
-0.0216047;-0.0892669
-0.00950732;0.0926307
0.00714189;-0.0283631
0.0141324;-0.0351334
-0.000200547;0.0527561
0.0120657;-0.0239508
0.00161332;0.0434922
0.00295643;-0.0148361
0.00641601;-0.0260178
0.0145766;-0.0311643
-0.0173617;0.125213
-0.00629995;0.0370255
0.0150161;-0.00876288
0.00213083;-0.0620483
-0.0815576;-0.0027413
-0.00738795;0.115636
0.00886594;-0.030871
-0.0245513;-0.0829419
-0.0180148;0.144059
0.0128803;0.00140076
0.010016;-0.0459489
