x;y
0.2784416721525859;-0.2624033471522057
-0.09122999851878566;-0.45176377183856614
0.11746935031124067;0.7162469650310639
-0.1472277573538386;-0.8148946214582231
0.553612758256171;-1.0938493861993006
0.25421621608264383;-1.1510687192540585
-0.16241513082149903;-1.1522741938897783
-0.29259845670898726;0.38695685193480384
-0.9449762008100907;-0.06781854715054822
-0.13421836679603605;-0.25535973035725396
-0.8890659708285893;1.3838274799255075
-1.3233118894154259;-0.047614907893766115
0.28850040387848114;0.8391837795516947
-0.07542194871799797;-0.2622590676569723
0.0011264173601241358;-0.708566877493509
-1.961424390011345;0.3618608940917557
0.3613728687261892;-0.8413402597859249
0.32330612862088376;0.10527198136890825
-0.9714050415012443;1.530194578289312
-0.5631352625600723;-0.015090228522032604
-0.15540862182512782;-0.2073227899781439
0.9329025318397262;0.2788351628199551
-1.6002808388560206;1.2266142051372584
0.183440621906448;-1.7315122790453146
2.275216699254642;-0.7731126097363351
0.4352795886864747;-0.717892983005815
0.44251791929240075;-0.07863591622813158
-0.019875555287648155;0.7544721751080712
-0.4446212120640392;0.24134416690599014
-0.1310193080799297;-0.7680849568748349
2.777187211935062;1.7389309369403634
-0.8464167682599435;-0.19879559335526226
-0.42643202728269547;1.1533170240192796
2.753872127264282;0.5138108463731563
-0.16014418667679453;-1.0944457958944533
-1.3975942122770806;-1.6493847324090003
-0.35408231098199155;-0.41431666221066515
-0.2366023822222764;-0.7975601860411703
0.1836069679287131;-0.27374285465648346
0.4395178710836323;-1.5351517289546504
-0.15246832664186064;0.7105382951008997
-0.36636021874598335;-0.39996233601710884
-0.18307014722310802;-0.5458340193387614
-0.9631957423714025;-0.6977649035730239
-0.33555451228019745;0.8627979533906804
2.960084732590307;2.9802810248085683
-0.0049273285035224025;-0.8093170995631256
-1.8051752687270288;-0.9601029725819964
-1.108749692626213;-0.7449377439776933
0.3189053432737619;0.24339389301462266
-0.9598587720799251;0.18675182526317194
-1.1813255597522627;0.7936368907697642
0.3328392659655773;0.1611772982451233
-0.586782247011259;0.04510554798963659
0.5773040010709809;0.7847841711765993
-0.04593365363223893;-0.45566686138516455
0.7713399360477958;0.08682881566072354
0.2173195949441256;-0.46239444939743984
0.2038065122982472;-0.7285884539735891
-0.28107838359761694;-0.4217049429536759
0.29228850610565527;-0.5163088547606923
1.1579768035393678;1.2849684702621391
0.016768867790186364;-0.4135187486848328
