DY
3047
14
HomeValue2000;Income1999;Poverty1999;PopDensity2000;PopChange;Prcnt65Plus;Below18;PrcntFemale2000;PrcntHSgrads2000;PrcntCollege2000;Unemployed;PrcntBelow18;LifeExpectancy;FarmAcres
163;194400;25560;7.1;156299;4;12.4;40792;50.1;89.1;26.5;3098;26.1;77;102726;0
164;104900;15495;22.9;799407;2;9.9;256425;49.9;67.5;17.5;51091;32.1;75.6;1881418;0
165;94900;14069;18.1;26453;0.4;13;8141;49.4;68.5;10.7;1173;30.8;75.2;482583;0
166;133500;17203;19.5;126518;0;12.5;29413;50.6;84.9;23;3869;23.2;74;584538;0
167;100000;13239;22.6;142361;2.4;10;44746;47.8;59;10.3;12974;31.4;75.2;489726;0
168;161300;19639;12.6;17945;0;19.1;4376;51.2;82.3;17.1;409;24.4;76.2;198658;0
169;93300;15760;20.8;661645;2.2;9.4;211379;48.7;68.5;13.5;31866;31.9;74.4;2851462;0
170;97600;15848;19.5;129461;2.1;7.4;37528;42.6;68.8;10.4;5650;29;75.2;656968;0
171;122600;16825;17.6;58309;4.3;19.5;14062;50.6;77.3;12.1;1838;24.1;73.3;138482;0
172;106700;14749;14;33828;0;9;7389;37.2;79.6;10.7;783;21.8;75.6;453826;0
173;209300;20683;17.9;9519338;1.2;9.7;2667976;50.6;69.9;24.9;272818;28;75.2;130838;0
174;118800;14682;21.4;123109;2.7;11;36467;52.1;65.4;12;6136;29.6;75.9;641546;0
175;514600;44962;6.6;247289;0.2;13.5;50185;50.4;91.2;51.3;2616;20.3;77.6;149663;0
176;141900;18190;14.8;17130;0.2;17.2;3703;48.8;85.1;20.2;495;21.6;76.8;198230;0
177;170200;19443;15.9;86265;0.7;13.6;22039;50.3;80.8;20.2;2823;25.5;74.6;638566;0
178;111100;14257;21.7;210554;4.1;9.5;72684;50.2;63.8;11;11238;34.5;75.8;881696;0
179;69100;17285;21.5;9449;-1.2;17.6;2423;49.4;77.1;12.4;343;25.6;75.6;662927;0
180;236300;23422;11.5;12853;0.6;7.6;2953;45.1;87.9;28.9;412;23;76.2;68813;0
181;265800;20165;13.5;401762;1.5;10;114050;48.2;68.4;22.5;18137;28.4;77.1;1544064;0
182;251300;26395;8.3;124279;3.1;15.4;29998;50.1;80.4;26.4;2055;24.1;77.4;212401;0
183;205700;24007;8.1;92033;2.5;17.4;21277;50.4;90.3;26.1;1778;23.1;78.1;62772;0
184;270000;25826;10.3;2846289;1.6;9.9;768419;50.2;79.5;30.8;38932;27;77.5;58113;0
185;213900;27963;5.8;248399;8.1;13.1;65758;50.9;90.5;30.3;3883;26.5;77.3;139597;0
186;137900;19391;13.1;20824;0.6;17.9;4727;50;88;17.5;856;22.7;76.2;108896;0
187;146500;18689;14.2;1545387;5.9;12.7;468691;50.2;75;16.6;37724;30.3;76.4;509031;0
188;144200;21142;14.1;1223499;3.7;11.1;337602;51.1;83.3;24.8;24644;27.6;75.6;308035;0
189;284000;20932;10;53234;3.5;8.1;17143;49.4;74.9;17.1;2123;32.2;77.3;511571;0
190;131500;16856;15.8;1709434;3.3;8.6;552047;50.1;74.2;15.9;36240;32.3;75;924015;0
191;227200;22926;12.4;2813833;1.7;11.2;723661;49.7;82.6;29.5;41932;25.7;77.1;474901;0
192;396400;34556;11.3;776733;-0.8;13.7;112802;49.2;81.2;45;12793;14.5;73;21;0
193;142400;17365;17.7;563598;5.6;10.6;174569;50;71.2;14.5;22127;31;75.2;808838;0
194;230000;21864;12.8;246681;1.6;14.5;53413;48.6;85.6;26.7;3615;21.7;78.1;1301889;0
195;469200;36045;5.8;707161;-0.7;12.5;162100;50.6;85.3;39;7817;22.9;77.5;44588;0
196;293000;23059;14.3;399347;0;12.7;99502;50;79.2;29.4;7713;24.9;78.3;817068;0
197;446400;32795;7.5;1682585;-0.8;9.5;416402;49.3;83.4;40.5;29227;24.7;77.7;318654;0
198;377500;26396;11.9;255602;-0.4;10;60741;50.1;83.2;34.2;8852;23.8;77.1;71115;0
199;120800;17738;15.4;163256;3.2;15.2;42674;51.3;83.3;16.6;5113;26.1;74.8;316743;0
200;128600;18815;11.3;3555;-2;17.7;830;49.5;85.2;17.2;150;23.3;76.2;46359;0
201;100300;17570;18.6;44301;0.1;18.1;10620;50.9;83.8;17.7;1829;24;75.3;628745;0
202;178300;21731;8.3;394542;2.4;9.5;111852;49.6;83.8;21.4;8720;28.3;75.7;362102;0
203;273200;25724;8.1;458614;1.2;12.6;112153;50.8;84.9;28.5;6735;24.5;76.6;570804;0
204;125300;16913;16;446997;4.8;10.4;139222;50.8;70.4;14.1;21435;31.1;75.6;732736;0
205;120700;17428;15.5;78930;2;12.4;22869;50.5;73;15.3;4663;29;75.2;348349;0
206;103100;15793;17.3;56039;1.9;15.9;15374;50.6;75.7;11.3;1632;27.4;74.8;885426;0
207;112000;16868;18.7;13022;0.7;17.2;2974;49;81;15.5;563;22.8;74.8;118252;0
208;97800;14006;23.9;368021;1.7;9.8;124252;50;61.7;11.5;27308;33.8;75.1;1309525;0
209;149800;21015;11.4;54501;1.9;18.5;11300;47.3;84.3;16.1;1304;20.7;76.8;152355;0
210;248700;24600;9.2;753197;2.3;10.2;214244;50.1;80.1;26.9;18930;28.4;77.9;346279;0
211;169800;19365;18.4;168660;3.6;9.4;42479;51.1;79.8;34.1;3969;25.2;76;536595;0
212;89700;14124;20.8;60219;1.1;10.6;18690;49.6;71.8;10.3;2400;31;73.6;208462;0
213;149800;19944;8.9;363857;3;7.8;103956;49.3;78.8;17.4;4860;28.6;75.7;673713;0
214;87900;15037;21.3;14966;-0.5;9.6;4068;50.2;82.6;27;411;27.2;76;189987;0
215;171700;28147;5.8;487967;2.6;8.6;130354;50.7;90.7;37;6066;26.7;78;332940;0
216;167400;21683;11.7;9898;7.7;11.9;2507;49.3;87.3;29;177;25.3;78;112670;0
217;47300;15068;16.9;4517;-0.5;22.4;1105;50.3;78.5;14;57;24.5;76.2;1142327;0
218;57200;13567;19.5;5998;-1.9;15.9;1425;43.7;77.2;11.5;72;23.8;76.2;784273;0
219;241900;28976;9.5;291288;2.2;7.8;66837;49.4;92.8;52.4;4662;22.9;78.9;128146;0
220;152800;19430;11.7;16242;1.7;17;3201;46.8;88.5;24.3;243;19.7;78;85608;0
221;62400;17850;11.1;2231;-1.2;16.6;642;49.8;84.1;14.2;45;28.8;77.3;795815;0
222;200400;28160;5.4;9322;1.3;7.1;2103;47.9;93.4;38.8;148;22.6;79.2;5114;0
223;57000;12050;23;8400;-0.5;15;2699;50.4;72.1;14.4;259;32.1;76;284676;0
224;61200;10748;26.8;3663;-0.4;16.8;916;50;68.2;12.8;153;25;76.1;363220;0
225;57200;12836;18.5;5518;-1.5;10.8;1039;32.7;77.5;11.9;57;18.8;75.6;389724;0
226;134100;19817;13.3;3503;5.4;14.8;788;49;90.3;26.7;43;22.5;75.7;144247;0
227;115500;17152;12.1;27834;2.1;19.7;6686;49.8;80.1;17.6;493;24;76.2;281889;0
228;165800;24101;14.3;554636;0;11.3;121766;49.5;78.9;34.5;8620;22;74.3;74;0
229;76800;17106;13.1;1844;-0.4;17.1;404;48.3;76;13.5;57;21.9;75.3;155741;0
230;236000;34848;2.1;175766;13.6;4.2;55477;50.1;97;51.9;1260;31.6;79.1;204360;0
231;369100;32011;7.8;41659;3.3;3;9788;45.2;86.6;42.6;527;23.5;79.2;185032;0
232;221700;24960;4;19872;7.9;6;6003;49.8;92.5;26.6;337;30.2;79.1;1095248;0
233;147100;22005;8;516929;3.2;8.7;142480;49.8;91.3;31.8;8588;27.6;76.8;866953;0
234;104900;17420;11.7;46145;2.3;14.6;9504;42.8;80.5;13.5;679;20.6;75.8;283490;0
235;200700;21341;7.5;43791;4;8.8;11881;48.6;85.4;23.8;638;27.1;77.4;427161;0
236;180600;26148;4;4757;1.4;5.7;1006;47;94.1;31.2;71;21.1;79.2;8771;0
237;205500;25198;7.3;12442;2.2;7.8;2711;47;92.3;34.5;135;21.8;79.2;251202;0
238;189400;21407;15;13956;-0.1;6.9;2499;45.8;94.1;43.6;379;17.9;78;195030;0
239;213300;22360;7.2;790;1.3;11.6;154;48.6;93.1;34.9;14;19.5;78;8834;0
240;75200;15242;18;7862;-0.2;17;1647;45.7;77.8;16.1;198;20.9;76.1;641124;0
241;86000;17826;14;1577;0.8;13.1;403;49.7;86.2;19.9;44;25.6;79.2;477063;0
242;187900;28066;5.2;527056;0.7;9.6;133486;50.2;91.8;36.5;6664;25.3;77.6;97623;0
243;46100;16382;12.2;1622;-5.2;17.6;420;50;86.3;16.1;34;25.9;77.3;913801;0
244;80400;16964;12.1;8011;-2.5;14.6;2141;47.1;77;15.4;82;26.7;77.3;1345724;0
245;115400;18524;12.9;7812;-1.7;6.6;2100;46.3;79.5;19.5;157;26.9;78;17188;0
246;183900;21534;11.7;43941;2.8;9.4;9967;49.1;91.4;36.4;926;22.7;77.5;580135;0
247;172000;23689;9.2;251494;3.2;9.6;59755;50;92.3;39.5;4336;23.8;78.4;542259;0
248;84500;16829;17.3;15207;0.9;18;3687;51.1;76.9;16.2;343;24.2;76.1;2214992;0
249;77800;15510;11.7;6087;-2.6;14.3;1456;43.3;81.8;13.2;39;23.9;75.6;1648323;0
250;87700;16721;12.2;20504;2;14.5;5058;47.2;82.3;14.6;326;24.7;77.3;1128756;0
251;118900;18715;10.2;116255;2.6;15.2;29067;51;85;22;2208;25;76.6;416613;0
252;104600;18540;8.3;13184;-0.2;9.4;3752;48.1;79.6;12.5;344;28.5;77.2;1031091;0
253;109100;17003;16.4;23830;0.9;13.8;6556;50.8;81.1;21;583;27.5;75.3;935330;0
254;121200;17158;12.6;33432;3.4;15.2;8944;50.8;80.7;18.7;818;26.8;77;371881;0
255;95900;15492;12.4;27171;1.4;13;8252;49.9;71.4;13.5;394;30.4;75.5;741007;0
256;66300;15113;18.8;20311;-1.7;16.5;5458;51.1;75.7;15.4;414;26.9;75.6;579647;0
257;244700;24335;7.2;3742;3.7;12.2;841;49.5;93.4;36.8;66;22.5;78;116906;0
